# Date:     2025-09-16 18:17:56
# Database: ocvs
# Target:   lmc_cepheids
# Query:    TRUE 
# Objects:  4713
# Columns:
# ID	Mode	RA	Decl	I	V	V_I	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1	ID_OGLE_II	ID_OGLE_III	ID_OGLE_IV	ID_OTHER	REMARKS
OGLE-LMC-CEP-1162	1	05:10:29.41	-70:27:34.2	15.275	15.857	0.582	1.9052044	0.0000047	6000.20085	0.247	0.187	4.362	0.015	2.310	-99.99	LMC113.7.50258	LMC509.01.77	-99.99	
OGLE-LMC-CEP-1163	1	05:10:32.42	-67:13:55.8	15.378	16.000	0.622	1.9724011	0.0000221	6001.18717	0.257	0.138	4.608	0.000	-99.99	-99.99	LMC108.5.62	LMC511.19.18286	HV13056	
OGLE-LMC-CEP-1164	1	05:10:33.57	-67:03:39.3	16.562	17.186	0.624	0.8444576	0.0000021	6000.51661	0.194	0.204	3.532	0.113	1.230	-99.99	LMC107.8.335	-99.99	-99.99	
OGLE-LMC-CEP-1165	F	05:10:34.52	-69:13:43.9	15.422	16.184	0.762	3.0748364	0.0000044	6002.97656	0.528	0.415	4.443	0.226	2.646	LMC_SC10_27261	LMC111.6.9704	LMC510.01.241	-99.99	
OGLE-LMC-CEP-1166	F	05:10:36.10	-69:08:17.8	13.488	14.382	0.894	13.9082639	0.0000793	6010.94566	0.636	0.194	5.008	0.132	2.207	LMC_SC10_35590	LMC111.6.55808	LMC510.01.56646	HV911	
OGLE-LMC-CEP-1167	1	05:10:36.28	-67:51:25.6	14.516	15.210	0.694	3.6655129	0.0000183	6002.30993	0.202	0.151	3.759	0.049	0.659	-99.99	LMC109.5.4702	LMC511.02.26596	HV11987	
OGLE-LMC-CEP-1168	F	05:10:37.28	-71:17:42.3	15.066	15.849	0.783	3.9940396	0.0000115	6003.96700	0.464	0.437	4.666	0.215	3.126	-99.99	LMC114.8.10179	LMC508.09.92	-99.99	
OGLE-LMC-CEP-1169	F	05:10:37.45	-69:15:06.9	15.983	17.002	1.019	2.8451756	0.0000041	6000.05989	0.488	0.438	4.489	0.234	2.732	LMC_SC10_100658	LMC111.7.50725	LMC510.01.581	-99.99	
OGLE-LMC-CEP-1170	F	05:10:37.87	-71:17:42.3	15.171	15.925	0.754	3.6753077	0.0000076	6002.61351	0.469	0.427	4.606	0.221	2.984	-99.99	LMC114.8.10180	LMC508.09.91	-99.99	
OGLE-LMC-CEP-1171	12	05:10:40.17	-67:31:57.6	16.691	-99.99	-99.99	0.7360061	0.0000013	6000.64560	0.225	0.193	3.657	0.095	1.288	-99.99	LMC108.7.392	LMC511.09.4855D	-99.99	
OGLE-LMC-CEP-1172	F	05:10:43.64	-70:28:51.4	14.689	15.398	0.709	4.8256500	0.0000077	6000.82596	0.587	0.444	4.715	0.209	3.133	-99.99	LMC113.7.50236	LMC509.01.67	HV2365	
OGLE-LMC-CEP-1173	F	05:10:45.20	-69:06:28.1	16.312	17.006	0.694	1.4136063	0.0000024	6000.59916	0.232	0.316	4.032	0.114	1.987	LMC_SC10_109937	LMC111.6.56113	LMC510.01.57207	-99.99	
OGLE-LMC-CEP-1174	1	05:10:45.89	-70:07:03.7	15.469	16.171	0.702	2.0413660	0.0000050	6000.79154	0.162	0.161	5.201	0.053	4.575	-99.99	LMC112.8.18670	LMC509.09.150	-99.99	
OGLE-LMC-CEP-1175	1	05:10:49.67	-66:51:15.3	15.307	15.922	0.615	1.8602819	0.0000048	6001.24036	0.259	0.170	4.594	0.026	3.334	-99.99	LMC107.6.68	LMC511.26.15752	-99.99	
OGLE-LMC-CEP-1176	F	05:10:50.52	-70:12:17.4	14.299	15.080	0.781	7.2240931	0.0000584	6003.90925	0.170	0.120	4.677	0.000	-99.99	-99.99	LMC113.5.19283	LMC509.09.2	-99.99	
OGLE-LMC-CEP-1177	12	05:10:52.28	-69:54:22.3	17.059	17.563	0.504	0.5577194	0.0000008	6000.18044	0.272	0.111	3.179	0.112	0.593	-99.99	LMC112.7.62254	LMC509.18.606	-99.99	
OGLE-LMC-CEP-1178	1	05:10:53.40	-68:50:24.8	15.669	16.245	0.576	1.5766962	0.0000037	6000.11931	0.218	0.154	4.635	0.019	2.695	LMC_SC10_132645	LMC110.8.54288	LMC510.09.371	-99.99	secondary period 0.996140 d
OGLE-LMC-CEP-1179	12	05:10:54.87	-69:03:34.3	17.411	17.874	0.463	0.4489892	0.0000009	6000.02177	0.189	0.203	2.801	0.137	0.720	-99.99	LMC111.5.12054	LMC510.01.58394	-99.99	
OGLE-LMC-CEP-1180	F	05:10:56.30	-69:01:55.7	13.402	14.285	0.883	15.1269819	0.0000824	6011.81372	0.604	0.186	4.943	0.134	2.195	LMC_SC10_119173	LMC111.5.22528	LMC510.01.56678	HV2356	
OGLE-LMC-CEP-1181	F	05:11:00.31	-70:00:00.4	15.857	16.526	0.669	1.9868424	0.0000020	6000.17818	0.426	0.409	4.327	0.193	2.489	-99.99	LMC112.8.55789	LMC509.09.34300	-99.99	
OGLE-LMC-CEP-1182	1	05:11:04.08	-69:17:57.8	15.425	16.106	0.681	1.9743541	0.0000103	6000.37153	0.208	0.120	4.919	0.040	3.660	LMC_SC10_95827	LMC111.7.60072	LMC510.01.131	-99.99	
OGLE-LMC-CEP-1183	1	05:11:05.13	-70:35:49.2	15.217	15.842	0.625	2.2204153	0.0000074	6002.03421	0.248	0.085	4.693	0.020	5.679	-99.99	LMC113.8.43877	LMC502.16.33868	-99.99	
OGLE-LMC-CEP-1184	F	05:11:05.41	-70:30:34.4	13.620	14.570	0.950	14.2127360	0.0000828	6013.43999	0.539	0.164	5.092	0.119	2.186	-99.99	LMC113.7.16211	LMC502.25.22978	HV5655	
OGLE-LMC-CEP-1185	F	05:11:06.10	-69:06:19.5	15.108	16.120	1.012	5.3921003	0.0000154	6000.83750	0.323	0.306	4.921	0.074	3.535	LMC_SC10_109838	LMC111.6.66284	LMC510.01.56883	-99.99	
OGLE-LMC-CEP-1186	F	05:11:10.06	-66:35:58.9	16.103	16.799	0.696	1.7991903	0.0000020	6000.98462	0.536	0.490	4.230	0.307	2.354	-99.99	LMC107.5.182	LMC512.01.16231	-99.99	
OGLE-LMC-CEP-1187	1	05:11:10.76	-69:18:37.2	15.043	15.693	0.650	2.4840417	0.0000278	6002.00057	0.241	0.066	4.870	0.012	5.000	LMC_SC10_95782	LMC111.7.60027	LMC509.26.43915	HV11991	
OGLE-LMC-CEP-1188	F	05:11:11.33	-69:12:29.9	15.308	16.007	0.699	3.1291216	0.0000032	6000.07526	0.621	0.471	4.476	0.289	2.717	LMC_SC10_105186	LMC111.6.19843	LMC510.01.285	HV2359	
OGLE-LMC-CEP-1189	1	05:11:13.59	-67:48:29.2	17.397	17.999	0.602	0.4859873	0.0000029	6000.05219	0.060	0.000	-99.99	0.000	-99.99	-99.99	LMC109.5.21383	LMC511.01.25130	-99.99	
OGLE-LMC-CEP-1190	F	05:11:13.99	-69:59:31.8	14.885	15.589	0.704	4.2788571	0.0000060	6000.05028	0.555	0.457	4.632	0.242	3.044	-99.99	LMC112.7.20132	LMC509.09.34083	HV2366	
OGLE-LMC-CEP-1191	1	05:11:19.09	-68:00:04.7	14.804	15.579	0.775	3.3639906	0.0000168	6002.15168	0.213	0.131	3.607	0.043	0.594	-99.99	LMC109.6.10386	LMC511.01.93	-99.99	
OGLE-LMC-CEP-1192	F	05:11:19.83	-68:33:07.3	14.969	15.756	0.787	4.9561718	0.0000086	6000.91313	0.569	0.437	4.919	0.186	3.335	-99.99	LMC110.6.50352	LMC510.18.86	-99.99	
OGLE-LMC-CEP-1193	1	05:11:21.18	-69:01:19.9	15.909	16.583	0.674	1.4856734	0.0000037	6000.93391	0.182	0.136	4.826	0.014	2.873	LMC_SC10_190380	LMC111.5.22621	LMC510.01.57502	-99.99	
OGLE-LMC-CEP-1194	F	05:11:23.56	-70:56:06.1	15.418	16.168	0.750	3.2295035	0.0000041	6002.59042	0.478	0.453	4.567	0.245	2.905	-99.99	LMC114.6.14021	LMC508.17.17799	DV95	
OGLE-LMC-CEP-1195	F	05:11:23.81	-71:18:43.2	15.316	16.051	0.735	3.2621375	0.0000040	6001.19743	0.467	0.443	4.579	0.238	2.892	-99.99	LMC114.8.10294	LMC508.08.79	-99.99	
OGLE-LMC-CEP-1196	1	05:11:23.91	-66:35:46.6	15.152	15.784	0.632	2.2084971	0.0000082	6000.00987	0.225	0.098	4.902	0.022	5.224	-99.99	LMC107.5.99	LMC512.01.16133	-99.99	
OGLE-LMC-CEP-1197	1	05:11:29.83	-69:38:08.6	16.236	16.918	0.682	1.3235262	0.0000030	6000.32692	0.230	0.204	4.532	0.042	2.269	-99.99	LMC112.5.25119	LMC509.17.42322	-99.99	
OGLE-LMC-CEP-1198	F	05:11:30.79	-70:19:58.0	15.609	16.279	0.670	2.5276939	0.0000031	6002.01930	0.535	0.487	4.418	0.269	2.619	-99.99	LMC113.6.61896	LMC502.25.33915	-99.99	
OGLE-LMC-CEP-1199	1	05:11:31.31	-68:13:43.4	17.735	18.188	0.453	0.3371165	0.0000006	6000.28851	0.187	0.074	4.034	0.000	-99.99	-99.99	LMC109.8.36287	LMC510.26.3132	-99.99	
OGLE-LMC-CEP-1200	F	05:11:31.39	-68:35:29.1	14.495	15.321	0.826	6.6769991	0.0000152	6002.43430	0.452	0.375	5.267	0.146	3.565	-99.99	LMC110.6.17119	LMC510.18.70	HV2358	
OGLE-LMC-CEP-1201	1	05:11:33.88	-66:39:30.3	16.589	17.181	0.592	0.8550382	0.0000013	6000.38305	0.196	0.184	3.800	0.069	1.736	-99.99	LMC107.5.14643	LMC512.01.16178	-99.99	
OGLE-LMC-CEP-1202	1	05:11:35.20	-69:14:59.6	16.267	16.929	0.662	1.1189158	0.0000016	6000.52106	0.212	0.217	4.191	0.058	1.973	LMC_SC10_172729	LMC111.7.60327	LMC503.25.52426	-99.99	
OGLE-LMC-CEP-1203	1	05:11:37.62	-69:45:18.2	15.755	16.350	0.595	1.5112684	0.0000035	6000.90941	0.237	0.154	4.588	0.033	2.921	-99.99	LMC112.6.80544	LMC509.17.42059	-99.99	
OGLE-LMC-CEP-1204	1	05:11:37.73	-68:04:50.3	15.656	16.364	0.708	1.8718397	0.0000109	6001.14158	0.225	0.159	4.825	0.000	-99.99	-99.99	LMC109.7.30596	LMC504.16.47942	-99.99	
OGLE-LMC-CEP-1205	1	05:11:38.31	-66:35:11.9	14.373	14.975	0.602	3.8106181	0.0000382	6001.52089	0.095	0.081	4.042	0.000	-99.99	-99.99	LMC107.5.14569	LMC512.01.16087	-99.99	
OGLE-LMC-CEP-1206	12	05:11:39.88	-68:49:57.6	17.173	17.725	0.552	0.5262797	0.0000005	6000.07199	0.293	0.167	3.306	0.106	0.707	LMC_SC10_204083	LMC110.8.65354	LMC510.09.55416	-99.99	
OGLE-LMC-CEP-1207	1	05:11:41.47	-70:33:22.0	15.277	15.926	0.649	2.1798356	0.0000060	6000.78184	0.226	0.122	4.568	0.009	-99.99	-99.99	LMC113.7.24707	LMC502.16.17560	-99.99	
OGLE-LMC-CEP-1208	F	05:11:41.76	-70:44:14.8	15.790	16.567	0.777	2.5689999	0.0000037	6001.90959	0.366	0.418	4.433	0.189	2.706	-99.99	LMC114.5.17390	LMC502.16.4960	DV97	
OGLE-LMC-CEP-1209	F	05:11:45.84	-69:48:01.8	15.255	16.007	0.752	3.5059978	0.0000086	6002.70232	0.294	0.327	4.582	0.125	2.899	-99.99	LMC112.6.34243	LMC509.17.187	-99.99	
OGLE-LMC-CEP-1210	F	05:11:46.51	-70:00:01.3	15.410	16.068	0.658	2.8340750	0.0000027	6001.31189	0.494	0.447	4.488	0.245	2.700	-99.99	LMC112.8.65676	LMC509.08.36017	-99.99	
OGLE-LMC-CEP-1211	F	05:11:48.79	-68:46:22.9	15.060	15.760	0.700	3.6524990	0.0000051	6000.84610	0.480	0.396	4.547	0.200	2.872	LMC_SC10_208170	LMC110.7.21669	LMC510.09.54727	HV11992	
OGLE-LMC-CEP-1212	F	05:11:50.23	-68:30:59.1	15.536	-99.99	-99.99	3.2508975	0.0000096	6003.05142	0.461	0.468	4.570	0.251	2.871	-99.99	LMC110.6.50416	LMC510.17.11173D	-99.99	
OGLE-LMC-CEP-1213	F	05:11:51.84	-68:06:44.7	16.009	16.644	0.635	1.8294458	0.0000018	6000.17515	0.439	0.443	4.339	0.256	2.512	-99.99	LMC109.7.30607	LMC504.16.47927	HV2357	
OGLE-LMC-CEP-1214	F	05:11:53.26	-69:06:48.5	13.878	14.617	0.739	8.7718152	0.0000177	6008.64331	0.483	0.218	5.132	0.181	4.037	LMC_SC10_181906	LMC111.6.76123	LMC503.25.75609	HV913	
OGLE-LMC-CEP-1215	1	05:11:56.57	-69:12:11.9	15.211	15.847	0.636	2.0124047	0.0000037	6002.00693	0.248	0.172	4.442	0.022	2.964	LMC_SC10_250332	LMC111.6.31571	LMC503.25.62827	-99.99	
OGLE-LMC-CEP-1216	1	05:11:56.76	-70:18:57.8	15.203	15.781	0.578	1.9673762	0.0000031	6000.44315	0.276	0.214	4.483	0.043	2.949	-99.99	LMC113.6.61911	LMC502.25.10674	HV5664	
OGLE-LMC-CEP-1217	1	05:11:57.30	-70:40:20.8	14.983	15.712	0.729	3.0506567	0.0000378	6000.69290	0.063	0.000	-99.99	0.000	-99.99	-99.99	LMC113.8.21538	LMC502.16.11101	-99.99	
OGLE-LMC-CEP-1218	F	05:11:57.61	-67:46:37.7	15.170	15.883	0.713	3.6224623	0.0000050	6000.93304	0.534	0.463	4.616	0.254	3.025	-99.99	LMC109.5.25039	LMC504.25.35310	HV2355	
OGLE-LMC-CEP-1219	F	05:11:57.99	-71:08:53.6	15.179	15.870	0.691	2.9440766	0.0000124	6001.58921	0.259	0.194	4.480	0.081	1.664	-99.99	LMC114.7.11396	LMC508.08.14218	-99.99	
OGLE-LMC-CEP-1220	1	05:11:58.99	-69:03:26.3	13.989	14.674	0.685	5.0747944	0.0000229	6003.00205	0.205	0.206	4.369	0.073	2.271	LMC_SC10_259946	LMC111.5.33427	LMC503.25.86848	TU Dor HV5651	
OGLE-LMC-CEP-1221	F1	05:11:59.95	-68:48:43.4	16.548	17.242	0.694	1.3335561	0.0000140	6000.50922	0.062	0.091	4.446	0.000	-99.99	LMC_SC10_278863	LMC110.8.74833	LMC510.08.56453	-99.99	
OGLE-LMC-CEP-1222	F	05:12:00.89	-71:02:25.8	16.179	16.889	0.710	1.9374369	0.0000019	6001.83435	0.483	0.478	4.306	0.298	2.535	-99.99	-99.99	LMC508.17.187	-99.99	
OGLE-LMC-CEP-1223	F	05:12:01.95	-68:50:39.1	15.312	15.955	0.643	2.9973157	0.0000213	6001.80322	0.544	0.434	4.426	0.234	2.564	LMC_SC10_278750	LMC110.8.74724	LMC510.08.358	HV2364	
OGLE-LMC-CEP-1224	1	05:12:02.97	-68:57:10.1	15.388	16.044	0.656	1.9126702	0.0000091	6001.17327	0.148	0.114	4.598	0.000	-99.99	LMC_SC10_269402	LMC111.5.72808	LMC510.08.167	-99.99	
OGLE-LMC-CEP-1225	F	05:12:06.55	-69:13:06.4	14.898	15.546	0.648	3.9655648	0.0000033	6003.07652	0.592	0.445	4.508	0.247	2.808	LMC_SC10_245266	LMC111.6.31524	LMC503.25.12321	-99.99	
OGLE-LMC-CEP-1226	F	05:12:06.60	-66:35:18.4	14.499	15.335	0.836	6.5620363	0.0001021	6001.47600	0.077	0.112	5.345	0.000	-99.99	-99.99	LMC107.5.14573	LMC512.01.16086	-99.99	
OGLE-LMC-CEP-1227	F	05:12:07.92	-68:52:02.5	16.093	16.709	0.616	1.7945808	0.0000010	6000.19631	0.756	0.510	4.185	0.374	2.256	LMC_SC10_274214	LMC110.8.74856	LMC510.08.744	HV11994	
OGLE-LMC-CEP-1228	12	05:12:08.35	-68:32:10.8	16.801	17.416	0.615	0.7627967	0.0000049	6000.61922	0.138	0.151	3.890	0.000	-99.99	-99.99	LMC110.6.57802	LMC510.17.700	-99.99	Blazhko modulation
OGLE-LMC-CEP-1229	1	05:12:11.29	-67:45:04.5	16.706	17.334	0.628	0.8184096	0.0000073	6000.04477	0.196	0.182	3.458	0.116	1.263	-99.99	LMC108.8.19302	LMC511.09.227	-99.99	
OGLE-LMC-CEP-1230	1	05:12:13.34	-69:11:52.6	15.051	15.635	0.584	2.2957469	0.0000034	6000.11242	0.239	0.128	4.704	0.014	3.843	LMC_SC10_250300	LMC111.6.31531	LMC503.25.12343	-99.99	
OGLE-LMC-CEP-1231	1	05:12:15.97	-69:06:29.8	16.288	17.094	0.806	1.0626797	0.0000065	6000.17253	0.112	0.120	3.917	0.077	1.088	-99.99	LMC111.6.76437	LMC503.25.27172	-99.99	
OGLE-LMC-CEP-1232	F	05:12:16.07	-69:20:07.6	15.450	16.231	0.781	3.2570397	0.0000113	6002.85053	0.165	0.222	4.506	0.047	2.753	LMC_SC10_235391	LMC111.7.32242	LMC503.16.40354	-99.99	
OGLE-LMC-CEP-1233	F	05:12:18.79	-68:52:45.1	13.919	14.653	0.734	8.2100236	0.0000196	6001.95522	0.544	0.299	5.182	0.221	3.492	LMC_SC10_274140	LMC110.8.74706	LMC510.08.19	HV2367	
OGLE-LMC-CEP-1234	F	05:12:20.59	-69:22:44.9	14.002	14.897	0.895	9.3038194	0.0000485	6006.78946	0.273	0.250	5.752	0.070	4.423	LMC_SC10_235307	LMC111.7.32140	LMC503.16.25645	HV5658	
OGLE-LMC-CEP-1235	1	05:12:22.72	-69:57:31.5	17.016	17.617	0.601	0.6259945	0.0000008	6000.31862	0.218	0.165	3.006	0.178	0.593	-99.99	LMC112.7.31190	LMC509.08.36885	-99.99	
OGLE-LMC-CEP-1236	2	05:12:25.30	-68:51:35.4	16.362	16.801	0.439	0.6828244	0.0000039	6000.64249	0.048	0.000	-99.99	0.000	-99.99	-99.99	LMC110.8.74912	LMC510.08.763	-99.99	
OGLE-LMC-CEP-1237	F	05:12:26.13	-69:13:56.9	13.827	14.736	0.909	10.3480547	0.0000332	6004.32600	0.560	0.118	5.112	0.143	0.278	LMC_SC10_245236	LMC111.6.31502	LMC503.25.29	HV2371	
OGLE-LMC-CEP-1238	F	05:12:28.71	-68:33:54.5	16.182	17.232	1.050	2.8470821	0.0000041	6001.44965	0.462	0.436	4.503	0.227	2.771	-99.99	LMC110.6.57853	LMC510.17.615	-99.99	
OGLE-LMC-CEP-1239	12	05:12:33.79	-71:07:47.2	16.916	17.440	0.524	0.6330686	0.0000010	6000.47145	0.275	0.225	3.477	0.161	1.287	-99.99	LMC114.2.249	LMC502.07.18699	-99.99	
OGLE-LMC-CEP-1240	F	05:12:34.75	-69:12:34.2	15.149	15.918	0.769	3.9958386	0.0000070	6001.78362	0.450	0.440	4.677	0.216	3.112	LMC_SC10_250322	LMC111.6.31652	LMC503.25.12333	HV11996	
OGLE-LMC-CEP-1241	1	05:12:35.11	-68:24:53.6	16.294	16.938	0.644	1.2492075	0.0000020	6000.59450	0.257	0.207	4.483	0.049	2.280	-99.99	LMC110.5.45716	LMC510.17.46129	-99.99	
OGLE-LMC-CEP-1242	F1	05:12:36.61	-71:09:28.5	16.026	16.799	0.773	2.2809133	0.0000209	6001.63035	0.186	0.186	4.642	0.017	-99.99	-99.99	LMC114.2.99	LMC508.08.14314	-99.99	
OGLE-LMC-CEP-1243	F	05:12:41.43	-66:59:19.6	15.106	15.854	0.748	4.1121143	0.0000093	6002.88362	0.562	0.473	4.704	0.249	3.187	-99.99	LMC107.7.14046	LMC505.16.13609	HV5643	
OGLE-LMC-CEP-1244	F	05:12:42.19	-68:34:59.4	15.527	16.150	0.623	2.6544476	0.0000026	6002.36708	0.616	0.471	4.365	0.261	2.491	-99.99	LMC110.6.26256	LMC510.17.199	-99.99	
OGLE-LMC-CEP-1245	F	05:12:44.69	-70:34:35.2	14.695	15.411	0.716	5.1097803	0.0000102	6002.84262	0.539	0.452	4.868	0.198	3.398	-99.99	LMC113.2.9	LMC502.15.39781	HV2381	
OGLE-LMC-CEP-1246	F	05:12:45.55	-69:16:03.1	15.576	16.387	0.811	3.0336857	0.0000041	6002.13942	0.353	0.399	4.507	0.173	2.789	LMC_SC9_38558	LMC111.2.50573	LMC503.25.147	-99.99	
OGLE-LMC-CEP-1247	1	05:12:46.02	-69:26:18.1	16.005	16.746	0.741	1.4538131	0.0000032	6000.28585	0.169	0.157	4.359	0.000	-99.99	LMC_SC9_19849	LMC111.1.45482	LMC503.16.25735	-99.99	
OGLE-LMC-CEP-1248	1	05:12:46.81	-69:21:21.1	16.336	17.033	0.697	1.0780818	0.0000021	6000.03009	0.165	0.152	3.840	0.036	1.521	LMC_SC9_26114	LMC111.2.190	LMC503.16.40416	-99.99	
OGLE-LMC-CEP-1249	F	05:12:47.03	-69:06:08.9	14.171	14.959	0.788	6.8786383	0.0000104	6004.54176	0.490	0.378	4.878	0.138	3.215	LMC_SC9_58697	LMC111.3.50403	LMC503.25.27050	HV914	
OGLE-LMC-CEP-1250	F	05:12:48.15	-68:29:06.5	15.402	16.155	0.753	3.2234050	0.0000044	6002.73899	0.468	0.442	4.561	0.236	2.886	-99.99	LMC110.4.22	LMC510.17.45791	HV2368	
OGLE-LMC-CEP-1251	1	05:12:48.37	-70:13:40.2	15.729	-99.99	-99.99	1.6449399	0.0000297	6001.61257	0.132	0.082	3.609	0.000	-99.99	-99.99	LMC113.4.45	LMC502.24.5262D	-99.99	
OGLE-LMC-CEP-1252	F	05:12:49.78	-69:00:50.3	13.740	14.579	0.839	9.9934543	0.0000350	6006.69332	0.493	0.166	5.356	0.167	4.915	LMC_SC9_65304	LMC111.4.46948	LMC503.25.40801	HV2372	
OGLE-LMC-CEP-1253	F	05:12:56.23	-68:57:52.3	15.214	15.931	0.717	3.4874475	0.0000049	6001.78275	0.520	0.430	4.573	0.231	2.937	LMC_SC9_71784	LMC111.4.47018	LMC510.08.143	HV5663	
OGLE-LMC-CEP-1254	1	05:12:56.81	-69:01:43.3	14.249	14.973	0.724	4.4244168	0.0001386	6003.94547	0.172	0.213	4.049	0.000	-99.99	LMC_SC9_65316	LMC111.4.9	LMC503.25.40798	-99.99	
OGLE-LMC-CEP-1255	F	05:12:57.66	-69:02:03.8	16.090	-99.99	-99.99	1.9284832	0.0000075	6001.39873	0.610	0.500	4.264	0.374	2.476	LMC_SC9_65386	LMC111.4.252	LMC503.24.16913D	-99.99	
OGLE-LMC-CEP-1256	F	05:13:00.27	-70:39:00.9	14.729	15.450	0.721	4.9110059	0.0000094	6001.73712	0.413	0.430	4.815	0.186	3.352	-99.99	LMC113.1.29028	LMC502.15.33517	HV2387	
OGLE-LMC-CEP-1257	F	05:13:04.09	-68:46:17.8	15.361	16.087	0.726	3.1976398	0.0000043	6000.43929	0.475	0.447	4.536	0.242	2.867	LMC_SC9_90526	LMC110.2.80	LMC510.08.56258	HV2373	
OGLE-LMC-CEP-1258	1	05:13:06.15	-70:34:41.0	16.548	17.214	0.666	0.9783899	0.0000021	6000.21055	0.196	0.198	3.868	0.060	1.636	-99.99	LMC113.2.8193	LMC502.15.39850	-99.99	
OGLE-LMC-CEP-1259	1	05:13:06.36	-69:08:52.1	18.206	19.023	0.817	0.3316969	0.0000008	6000.23214	0.132	0.128	4.814	0.082	4.670	-99.99	LMC111.3.52252	LMC503.24.81737	-99.99	
OGLE-LMC-CEP-1260	F	05:13:07.86	-69:03:09.3	13.985	14.856	0.871	9.3045717	0.0000511	6006.00350	0.219	0.232	5.995	0.052	4.748	LMC_SC9_65307	LMC111.4.13	LMC503.24.93393	LMV1129 HV11998	
OGLE-LMC-CEP-1261	F	05:13:10.09	-70:26:44.9	14.348	15.156	0.808	7.3696204	0.0000201	6005.40215	0.451	0.286	5.506	0.228	4.117	-99.99	LMC113.2.42397	LMC502.24.30913	HV2386	
OGLE-LMC-CEP-1262	F	05:13:10.34	-69:06:54.1	14.091	15.055	0.964	9.1333626	0.0000534	6006.11077	0.195	0.192	0.132	0.032	5.466	-99.99	LMC111.3.50409	LMC503.24.80345	-99.99	
OGLE-LMC-CEP-1263	F	05:13:11.40	-71:13:28.6	15.390	16.157	0.767	3.1449442	0.0000051	6001.13070	0.454	0.437	4.510	0.230	2.830	-99.99	LMC114.1.123	LMC501.32.16658	-99.99	
OGLE-LMC-CEP-1264	1	05:13:11.98	-70:56:15.0	14.599	15.222	0.623	3.4688128	0.0000127	6003.06459	0.223	0.183	3.698	0.069	1.050	-99.99	LMC114.3.64	LMC502.07.27374	-99.99	
OGLE-LMC-CEP-1265	F	05:13:12.59	-68:32:51.2	15.440	16.069	0.629	2.7447695	0.0000026	6001.05418	0.647	0.476	4.366	0.265	2.476	-99.99	LMC110.3.31451	LMC510.17.235	-99.99	
OGLE-LMC-CEP-1266	F	05:13:13.38	-70:18:42.2	14.954	15.716	0.762	4.3035478	0.0000063	6000.27495	0.478	0.414	4.668	0.200	3.145	-99.99	LMC113.3.46238	LMC502.24.37255	HV2384	
OGLE-LMC-CEP-1267	1	05:13:14.16	-67:12:21.6	14.638	15.315	0.677	3.2681599	0.0001544	6002.37399	0.059	0.096	3.477	0.000	-99.99	-99.99	LMC108.4.15	LMC511.17.19117	-99.99	
OGLE-LMC-CEP-1268	F	05:13:18.01	-69:52:44.7	15.376	16.035	0.659	2.7073891	0.0000023	6000.43646	0.573	0.450	4.556	0.268	2.733	-99.99	LMC112.2.45590	LMC503.07.47739	HV2380	
OGLE-LMC-CEP-1269	1	05:13:18.14	-68:46:37.0	15.515	16.288	0.773	1.9749544	0.0000053	6000.11808	0.137	0.100	4.975	0.022	-99.99	LMC_SC9_183616	LMC110.2.104	LMC503.32.60114	-99.99	
OGLE-LMC-CEP-1270	F	05:13:18.39	-67:22:21.3	15.303	16.055	0.752	3.5451378	0.0000084	6001.41458	0.309	0.361	4.622	0.144	3.003	-99.99	LMC108.3.78	LMC511.17.129	-99.99	
OGLE-LMC-CEP-1271	F	05:13:20.79	-68:38:15.9	15.191	15.900	0.709	3.5723888	0.0000060	6001.29553	0.465	0.420	4.589	0.213	2.949	-99.99	LMC110.3.27	LMC510.17.139	-99.99	
OGLE-LMC-CEP-1272	F	05:13:26.52	-70:04:55.8	14.648	15.341	0.693	5.0711644	0.0000072	6001.50791	0.619	0.451	4.708	0.197	3.045	-99.99	LMC112.1.9080	LMC502.32.29673	HV12568	
OGLE-LMC-CEP-1273	1	05:13:28.11	-69:11:51.9	15.186	15.688	0.502	2.3229413	0.0000040	6000.07991	0.233	0.100	4.696	0.000	-99.99	LMC_SC9_140763	LMC111.3.11718	LMC503.24.67282	-99.99	
OGLE-LMC-CEP-1274	1	05:13:28.89	-67:43:17.7	17.986	18.637	0.651	0.3616753	0.0000010	6000.18165	0.119	0.193	1.659	0.130	-99.99	-99.99	LMC108.1.843	LMC504.32.13099	-99.99	
OGLE-LMC-CEP-1275	1	05:13:30.99	-69:06:27.6	16.410	17.071	0.661	0.9473393	0.0000065	6000.09176	0.130	0.113	3.807	0.034	2.350	LMC_SC9_153398	LMC111.3.61299	LMC503.24.80709	-99.99	
OGLE-LMC-CEP-1276	F	05:13:33.66	-68:57:07.1	15.513	16.291	0.778	2.7792712	0.0000026	6000.86007	0.478	0.434	4.490	0.229	2.718	LMC_SC9_166047	LMC110.1.133	LMC503.32.40717	-99.99	
OGLE-LMC-CEP-1278	1	05:13:37.70	-67:12:41.6	16.621	17.179	0.558	0.7102361	0.0000049	6000.68713	0.245	0.117	3.830	0.113	1.224	-99.99	LMC108.4.172	LMC505.07.16467	-99.99	
OGLE-LMC-CEP-1279	1	05:13:38.18	-69:44:06.7	17.800	18.422	0.622	0.4273972	0.0000009	6000.27168	0.153	0.152	2.786	0.156	0.418	-99.99	LMC112.3.68651	LMC503.07.68409	-99.99	
